nBlindTransferred,nConnected,nConsult,nConsultTransferred,nError,nOffered,nOutbound,nOutboundAbandoned,nOutboundAttempted,nOutboundConnected,nOverSla,nStateTransitionError,nTransferred,tAbandon_max,tAbandon_min,tAbandon_count,tAbandon_sum,tAcd_max,tAcd_min,tAcd_count,tAcd_sum,tAcw_max,tAcw_min,tAcw_count,tAcw_sum,tAgentResponseTime_max,tAgentResponseTime_min,tAgentResponseTime_count,tAgentResponseTime_sum,tAlert_max,tAlert_min,tAlert_count,tAlert_sum,tAnswered_max,tAnswered_min,tAnswered_count,tAnswered_sum,tContacting_max,tContacting_min,tContacting_count,tContacting_sum,tDialing_max,tDialing_min,tDialing_count,tDialing_sum,tFlowOut_max,tFlowOut_min,tFlowOut_count,tFlowOut_sum,tHandle_max,tHandle_min,tHandle_count,tHandle_sum,tHeld_max,tHeld_min,tHeld_count,tHeld_sum,tHeldComplete_max,tHeldComplete_min,tHeldComplete_count,tHeldComplete_sum,tIvr_max,tIvr_min,tIvr_count,tIvr_sum,tMonitoring_max,tMonitoring_min,tMonitoring_count,tNotResponding_max,tNotResponding_min,tNotResponding_count,tNotResponding_sum,tShortAbandon_max,tShortAbandon_min,tShortAbandon_count,tShortAbandon_sum,tTalk_max,tTalk_min,tTalk_count,tTalk_sum,tTalkComplete_max,tTalkComplete_min,tTalkComplete_count,tTalkComplete_sum,tUserResponseTime_max,tUserResponseTime_min,tUserResponseTime_count,tUserResponseTime_sum,tVoicemail_max,tVoicemail_min,tVoicemail_count,tVoicemail_sum,tWait_max,tWait_min,tWait_count,tWait_sum
voice,,2023-04-04T00:00:00.000Z/2023-04-04T23:59:59.999Z,635,35,4629,347,61,40206,36028,0,60,388057,742951,348,61,3579596,121837,993,1712,28703199,733707,4480,16,3151333,733707,4480,16,3151333,163,163,1,163
voice,03798f87-62ee-42c4-9a8a-3222563d5476,2023-04-04T00:00:00.000Z/2023-04-04T23:59:59.999Z,164,55,933475,52424,22,5149834,933475,1527,164,14592275,1000,1000,143,143000,8362,639,149,203456,553672,1527,142,9442441,2020218,8521,143,59580372,8362,8222,7,57830,2019218,7521,143,59437372,2019218,7521,143,59437372,933475,1527,164,14592275
voice,69d94220-c8eb-4eca-886d-cfe0444d2df9,2023-04-04T00:00:00.000Z/2023-04-04T23:59:59.999Z,1,26,6,40,1,1000,1000,40,40000,39286,350,40,99027,33403,1,39,478102,1534597,1351,40,6092831,1522322,510,26,5475702,1522322,510,26,5475702
voice,a56b50bc-d046-4ddb-ace0-02dd6cb22099,2023-04-04T00:00:00.000Z/2023-04-04T23:59:59.999Z,5,102489,20397,4,223796,102489,3596,5,227392,1000,1000,1,1000,8265,2580,2,10845,3596,3596,1,3596,24683,24683,1,24683,8265,8265,1,8265,23683,23683,1,23683,23683,23683,1,23683,102489,3596,5,227392
voice,a9ea34d3-46f8-4c56-b269-7e3e0efcf530,2023-04-04T00:00:00.000Z/2023-04-04T23:59:59.999Z,4,1,53025,53025,1,53025,109730,1561,4,165889,1000,1000,3,3000,3269,705,3,4689,109730,1561,3,112864,63071,27913,3,152792,62071,26913,3,149792,62071,26913,3,149792,109730,1561,4,165889
voice,e73ec6d7-1f44-4090-88de-dc1207a65ef1,2023-04-04T00:00:00.000Z/2023-04-04T23:59:59.999Z,4,245,72,4,752891,28714,28,6880586,1058617,1505,245,20926056,1000,1000,216,216000,8902,556,225,304312,1058617,1505,217,14045470,3524789,1002,216,104949058,8286,8208,8,66088,3523789,2,216,104733058,3523789,2,216,104733058,1058617,1505,245,20926056
